vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
4.4,298.0,2.1,38.0,925.8,-1.0,-1.0,-1.0,-1.0,CA,2010-12-25 00:00:00,693,41.95378,1.5851
0.7,311.0,-2.9,88.0,933.4,-1.0,-1.0,-1.0,-1.0,CC,2010-12-25 00:00:00,626,42.07398,2.20862
1.4,64.0,-1.7,57.0,909.5,-1.0,-1.0,-1.0,-1.0,CD,2010-12-25 00:00:00,849,42.37083,1.43277
4.4,317.0,1.9,62.0,969.7,-1.0,-1.0,-1.0,-1.0,CE,2010-12-25 00:00:00,316,41.53109,1.80813
2.7,317.0,-3.4,46.0,846.7,-1.0,-1.0,-1.0,-1.0,CG,2010-12-25 00:00:00,1405,42.37717,2.41456
0.8,221.0,-2.0,96.0,907.0,-1.0,-1.0,-1.0,-1.0,CI,2010-12-25 00:00:00,852,42.25839,2.36429
6.3,323.0,4.4,28.0,941.7,-1.0,-1.0,-1.0,-1.0,CJ,2010-12-25 00:00:00,566.5,42.21624,1.33132
0.8,341.0,0.1,59.0,966.6,-1.0,-1.0,-1.0,-1.0,CL,2010-12-25 00:00:00,349,41.67399,1.76796
3.3,286.0,0.5,45.0,928.2,-1.0,-1.0,-1.0,-1.0,CP,2010-12-25 00:00:00,690,42.13924,1.03893
2.0,205.0,1.3,46.0,938.5,-1.0,-1.0,-1.0,-1.0,CQ,2010-12-25 00:00:00,594,41.99546,1.02569
1.7,274.0,-1.7,60.0,905.7,-1.0,-1.0,-1.0,-1.0,CR,2010-12-25 00:00:00,873,42.08032,1.9624
2.0,356.0,-0.7,47.0,914.0,-1.0,-1.0,-1.0,-1.0,CT,2010-12-25 00:00:00,823,42.39811,0.74362
2.8,187.0,-3.3,71.0,897.2,-1.0,-1.0,-1.0,-1.0,CU,2010-12-25 00:00:00,1002,42.69856,0.79397
2.1,336.0,3.1,37.0,948.7,-1.0,-1.0,-1.0,-1.0,CV,2010-12-25 00:00:00,513.3,42.23939,0.96434
5.2,253.0,1.2,58.0,956.1,-1.0,-1.0,-1.0,-1.0,CW,2010-12-25 00:00:00,446,41.39241,1.09894
1.6,207.0,0.6,50.0,911.9,-1.0,-1.0,-1.0,-1.0,CY,2010-12-25 00:00:00,816,41.87813,2.17873
5.2,234.0,0.5,72.0,978.1,-1.0,-1.0,-1.0,-1.0,C6,2010-12-25 00:00:00,264,41.6566,0.95172
2.9,216.0,-0.5,73.0,958.5,-1.0,-1.0,-1.0,-1.0,C7,2010-12-25 00:00:00,427,41.66695,1.16234
6.0,254.0,-1.6,73.0,942.8,-1.0,-1.0,-1.0,-1.0,C8,2010-12-25 00:00:00,554,41.67555,1.29609
9.2,326.0,5.3,43.0,979.7,-1.0,-1.0,-1.0,-1.0,C9,2010-12-25 00:00:00,240,40.71825,0.39988
15.6,336.0,4.7,47.0,986.0,-1.0,-1.0,-1.0,-1.0,DB,2010-12-25 00:00:00,179,40.87287,0.71581
1.1,204.0,0.8,97.0,956.8,-1.0,-1.0,-1.0,-1.0,DC,2010-12-25 00:00:00,421.5,42.19144,2.48263
2.5,295.0,6.4,82.0,1001.8,-1.0,-1.0,-1.0,-1.0,DD,2010-12-25 00:00:00,44.5,41.51175,2.38674
1.0,192.0,1.0,88.0,1004.8,-1.0,-1.0,-1.0,-1.0,DF,2010-12-25 00:00:00,28.6,41.97751,3.03543
6.7,11.0,-7.5,46.0,789.3,-1.0,-1.0,-1.0,-1.0,DG,2010-12-25 00:00:00,1971.4,42.39848,2.15517
