vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
0.4,351.0,5.6,92.0,938.0,-1.0,-1.0,-1.0,-1.0,CA,2011-01-01 00:00:00,693,41.95378,1.5851
0.1,204.0,5.3,92.0,945.1,-1.0,-1.0,-1.0,-1.0,CC,2011-01-01 00:00:00,626,42.07398,2.20862
0.6,81.0,3.6,83.0,920.3,-1.0,-1.0,-1.0,-1.0,CD,2011-01-01 00:00:00,849,42.37083,1.43277
1.7,342.0,7.5,93.0,981.5,-1.0,-1.0,-1.0,-1.0,CE,2011-01-01 00:00:00,316,41.53109,1.80813
1.2,13.0,-0.1,94.0,859.5,-1.0,-1.0,-1.0,-1.0,CG,2011-01-01 00:00:00,1405,42.37717,2.41456
0.3,180.0,2.7,98.0,919.6,-1.0,-1.0,-1.0,-1.0,CI,2011-01-01 00:00:00,852,42.25839,2.36429
0.8,355.0,3.8,89.0,952.8,-1.0,-1.0,-1.0,-1.0,CJ,2011-01-01 00:00:00,566.5,42.21624,1.33132
0.2,227.0,4.8,94.0,978.2,-1.0,-1.0,-1.0,-1.0,CL,2011-01-01 00:00:00,349,41.67399,1.76796
0.1,46.0,4.8,85.0,938.9,-1.0,-1.0,-1.0,-1.0,CP,2011-01-01 00:00:00,690,42.13924,1.03893
0.9,1.0,6.6,84.0,949.4,-1.0,-1.0,-1.0,-1.0,CQ,2011-01-01 00:00:00,594,41.99546,1.02569
0.5,271.0,4.9,97.0,918.0,-1.0,-1.0,-1.0,-1.0,CR,2011-01-01 00:00:00,873,42.08032,1.9624
0.2,265.0,1.2,90.0,924.0,-1.0,-1.0,-1.0,-1.0,CT,2011-01-01 00:00:00,823,42.39811,0.74362
1.1,176.0,1.9,75.0,902.5,-1.0,-1.0,-1.0,-1.0,CU,2011-01-01 00:00:00,1002,42.69856,0.79397
0.1,356.0,3.2,94.0,959.0,-1.0,-1.0,-1.0,-1.0,CV,2011-01-01 00:00:00,513.3,42.23939,0.96434
1.2,251.0,7.4,92.0,966.4,-1.0,-1.0,-1.0,-1.0,CW,2011-01-01 00:00:00,446,41.39241,1.09894
1.1,249.0,5.1,93.0,923.9,-1.0,-1.0,-1.0,-1.0,CY,2011-01-01 00:00:00,816,41.87813,2.17873
0.8,209.0,7.2,93.0,987.8,-1.0,-1.0,-1.0,-1.0,C6,2011-01-01 00:00:00,264,41.6566,0.95172
1.1,139.0,7.9,90.0,968.6,-1.0,-1.0,-1.0,-1.0,C7,2011-01-01 00:00:00,427,41.66695,1.16234
0.2,21.0,6.2,96.0,953.5,-1.0,-1.0,-1.0,-1.0,C8,2011-01-01 00:00:00,554,41.67555,1.29609
1.2,324.0,9.0,98.0,990.3,-1.0,-1.0,-1.0,-1.0,C9,2011-01-01 00:00:00,240,40.71825,0.39988
1.7,69.0,10.4,99.0,997.6,-1.0,-1.0,-1.0,-1.0,DB,2011-01-01 00:00:00,179,40.87287,0.71581
0.6,198.0,6.5,97.0,969.2,-1.0,-1.0,-1.0,-1.0,DC,2011-01-01 00:00:00,421.5,42.19144,2.48263
1.9,295.0,10.0,90.0,1014.0,-1.0,-1.0,-1.0,-1.0,DD,2011-01-01 00:00:00,44.5,41.51175,2.38674
1.0,191.0,7.7,97.0,1016.1,-1.0,-1.0,-1.0,-1.0,DF,2011-01-01 00:00:00,28.6,41.97751,3.03543
0.6,65.0,-4.3,90.0,801.1,-1.0,-1.0,-1.0,-1.0,DG,2011-01-01 00:00:00,1971.4,42.39848,2.15517
1.0,30.0,7.7,93.0,970.3,-1.0,-1.0,-1.0,-1.0,DI,2011-01-01 00:00:00,415,41.43292,1.62386
1.7,286.0,8.4,95.0,998.3,-1.0,-1.0,-1.0,-1.0,DJ,2011-01-01 00:00:00,176,42.11653,2.78969
1.3,353.0,10.9,86.0,1018.8,-1.0,-1.0,-1.0,-1.0,DK,2011-01-01 00:00:00,2,41.14677,1.41846
0.8,349.0,10.4,92.0,1018.8,-1.0,-1.0,-1.0,-1.0,DL,2011-01-01 00:00:00,0.5,40.70719,0.83449
0.7,103.0,7.5,97.0,1001.4,-1.0,-1.0,-1.0,-1.0,DN,2011-01-01 00:00:00,150,41.96095,2.63108
