vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
0.9,27.0,14.2,86.0,932.0,-1,-1,-1,-1,CA,2009-05-14 00:00:00,693,41.95378,1.5851
0.4,226.0,12.6,89.0,939.0,-1,-1,-1,-1,CC,2009-05-14 00:00:00,626,42.07398,2.20862
2.1,64.0,12.2,94.0,915.0,-1,-1,-1,-1,CD,2009-05-14 00:00:00,849,42.37083,1.43277
2.9,334.0,14.5,86.0,974.0,-1,-1,-1,-1,CE,2009-05-14 00:00:00,316,41.53109,1.80813
3.3,207.0,11.5,65.0,856.0,-1,-1,-1,-1,CG,2009-05-14 00:00:00,1405,42.37717,2.41456
0.6,225.0,9.7,96.0,914.0,-1,-1,-1,-1,CI,2009-05-14 00:00:00,852,42.25839,2.36429
0.8,70.0,13.6,96.0,947.0,-1,-1,-1,-1,CJ,2009-05-14 00:00:00,566.5,42.21624,1.33132
0.3,177.0,13.3,86.0,971.0,-1,-1,-1,-1,CL,2009-05-14 00:00:00,349,41.67399,1.76796
2.3,70.0,14.0,90.0,932.0,-1,-1,-1,-1,CP,2009-05-14 00:00:00,690,42.13924,1.03893
2.1,3.0,14.1,89.0,943.0,-1,-1,-1,-1,CQ,2009-05-14 00:00:00,594,41.99546,1.02569
0.7,281.0,12.6,94.0,912.0,-1,-1,-1,-1,CR,2009-05-14 00:00:00,873,42.08032,1.9624
0.8,6.0,11.6,95.0,918.0,-1,-1,-1,-1,CT,2009-05-14 00:00:00,823,42.39811,0.74362
1.4,180.0,10.3,90.0,897.0,-1,-1,-1,-1,CU,2009-05-14 00:00:00,1002,42.69856,0.79397
1.4,359.0,14.7,87.0,952.0,-1,-1,-1,-1,CV,2009-05-14 00:00:00,513.3,42.23939,0.96434
0.5,136.0,13.0,100.0,959.0,-1,-1,-1,-1,CW,2009-05-14 00:00:00,446,41.39241,1.09894
0.5,83.0,14.1,72.0,919.0,-1,-1,-1,-1,CY,2009-05-14 00:00:00,816,41.87813,2.17873
2.2,83.0,15.5,89.0,980.0,-1,-1,-1,-1,C6,2009-05-14 00:00:00,264,41.6566,0.95172
2.3,73.0,15.4,86.0,961.0,-1,-1,-1,-1,C7,2009-05-14 00:00:00,427,41.66695,1.16234
2.4,135.0,14.7,81.0,947.0,-1,-1,-1,-1,C8,2009-05-14 00:00:00,554,41.67555,1.29609
0.8,100.0,16.2,91.0,983.0,-1,-1,-1,-1,C9,2009-05-14 00:00:00,240,40.71825,0.39988
0.9,347.0,15.3,95.0,962.0,-1,-1,-1,-1,DC,2009-05-14 00:00:00,421.5,42.19144,2.48263
-1.0,-1.0,16.2,78.0,1006.0,-1,-1,-1,-1,DD,2009-05-14 00:00:00,44.5,41.51175,2.38674
-1.0,-1.0,14.4,92.0,1008.0,-1,-1,-1,-1,DF,2009-05-14 00:00:00,28.6,41.97751,3.03543
-1.0,-1.0,8.2,72.0,800.0,-1,-1,-1,-1,DG,2009-05-14 00:00:00,1971.4,42.39848,2.15517
