vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
1.5,216.0,10.4,92.0,936.5,-1.0,-1.0,-1.0,-1.0,CC,2013-04-30 00:00:00,626,42.07398,2.20862
0.6,61.0,8.1,95.0,912.3,-1.0,-1.0,-1.0,-1.0,CD,2013-04-30 00:00:00,849,42.37083,1.43277
1.6,295.0,10.2,100.0,972.8,-1.0,-1.0,-1.0,-1.0,CE,2013-04-30 00:00:00,316,41.53109,1.80813
3.8,45.0,6.6,100.0,853.9,-1.0,-1.0,-1.0,-1.0,CG,2013-04-30 00:00:00,1405,42.37717,2.41456
2.1,75.0,8.8,92.0,912.7,-1.0,-1.0,-1.0,-1.0,CI,2013-04-30 00:00:00,852,42.25839,2.36429
0.2,156.0,8.5,100.0,944.7,-1.0,-1.0,-1.0,-1.0,CJ,2013-04-30 00:00:00,566.5,42.21624,1.33132
0.7,217.0,10.8,100.0,969.0,-1.0,-1.0,-1.0,-1.0,CL,2013-04-30 00:00:00,349,41.67399,1.76796
1.1,106.0,8.5,100.0,930.8,-1.0,-1.0,-1.0,-1.0,CP,2013-04-30 00:00:00,690,42.13924,1.03893
0.5,184.0,8.3,99.0,941.1,-1.0,-1.0,-1.0,-1.0,CQ,2013-04-30 00:00:00,594,41.99546,1.02569
3.0,76.0,10.2,91.0,909.8,-1.0,-1.0,-1.0,-1.0,CR,2013-04-30 00:00:00,873,42.08032,1.9624
0.1,347.0,8.7,98.0,915.1,-1.0,-1.0,-1.0,-1.0,CT,2013-04-30 00:00:00,823,42.39811,0.74362
0.8,172.0,1.6,94.0,896.9,-1.0,-1.0,-1.0,-1.0,CU,2013-04-30 00:00:00,1002,42.69856,0.79397
0.9,17.0,9.4,100.0,949.7,-1.0,-1.0,-1.0,-1.0,CV,2013-04-30 00:00:00,513.3,42.23939,0.96434
1.5,260.0,8.6,94.0,958.0,-1.0,-1.0,-1.0,-1.0,CW,2013-04-30 00:00:00,446,41.39241,1.09894
3.1,68.0,9.3,100.0,916.2,-1.0,-1.0,-1.0,-1.0,CY,2013-04-30 00:00:00,816,41.87813,2.17873
3.8,232.0,8.3,100.0,979.8,-1.0,-1.0,-1.0,-1.0,C6,2013-04-30 00:00:00,264,41.6566,0.95172
2.2,270.0,7.9,100.0,960.6,-1.0,-1.0,-1.0,-1.0,C7,2013-04-30 00:00:00,427,41.66695,1.16234
2.1,274.0,7.4,99.0,945.8,-1.0,-1.0,-1.0,-1.0,C8,2013-04-30 00:00:00,554,41.67555,1.29609
1.1,66.0,8.6,100.0,982.6,-1.0,-1.0,-1.0,-1.0,C9,2013-04-30 00:00:00,240,40.71825,0.39988
2.9,31.0,7.9,98.0,990.0,-1.0,-1.0,-1.0,-1.0,DB,2013-04-30 00:00:00,179,40.87287,0.71581
0.0,34.0,10.6,99.0,960.9,-1.0,-1.0,-1.0,-1.0,DC,2013-04-30 00:00:00,421.5,42.19144,2.48263
0.8,125.0,14.7,80.0,1004.5,-1.0,-1.0,-1.0,-1.0,DD,2013-04-30 00:00:00,44.5,41.51175,2.38674
