vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
1.3,237.0,1.8,79.0,929.0,-1.0,-1.0,-1.0,-1.0,CA,2010-01-02 00:00:00,693,41.95378,1.5851
1.1,196.0,-1.5,92.0,937.0,-1.0,-1.0,-1.0,-1.0,CC,2010-01-02 00:00:00,626,42.07398,2.20862
0.6,84.0,-0.9,86.0,913.0,-1.0,-1.0,-1.0,-1.0,CD,2010-01-02 00:00:00,849,42.37083,1.43277
6.0,288.0,5.3,76.0,973.0,-1.0,-1.0,-1.0,-1.0,CE,2010-01-02 00:00:00,316,41.53109,1.80813
2.3,14.0,-1.0,62.0,851.0,-1.0,-1.0,-1.0,-1.0,CG,2010-01-02 00:00:00,1405,42.37717,2.41456
0.3,206.0,-3.5,96.0,911.0,-1.0,-1.0,-1.0,-1.0,CI,2010-01-02 00:00:00,852,42.25839,2.36429
4.2,34.0,1.5,79.0,946.0,-1.0,-1.0,-1.0,-1.0,CJ,2010-01-02 00:00:00,566.5,42.21624,1.33132
1.3,293.0,4.5,73.0,970.0,-1.0,-1.0,-1.0,-1.0,CL,2010-01-02 00:00:00,349,41.67399,1.76796
1.4,65.0,1.6,80.0,931.0,-1.0,-1.0,-1.0,-1.0,CP,2010-01-02 00:00:00,690,42.13924,1.03893
0.9,335.0,1.5,80.0,942.0,-1.0,-1.0,-1.0,-1.0,CQ,2010-01-02 00:00:00,594,41.99546,1.02569
1.0,358.0,-0.7,92.0,909.0,-1.0,-1.0,-1.0,-1.0,CR,2010-01-02 00:00:00,873,42.08032,1.9624
0.4,25.0,-3.3,96.0,917.0,-1.0,-1.0,-1.0,-1.0,CT,2010-01-02 00:00:00,823,42.39811,0.74362
1.4,183.0,-0.4,91.0,897.0,-1.0,-1.0,-1.0,-1.0,CU,2010-01-02 00:00:00,1002,42.69856,0.79397
0.4,268.0,-0.8,94.0,951.0,-1.0,-1.0,-1.0,-1.0,CV,2010-01-02 00:00:00,513.3,42.23939,0.96434
6.4,252.0,5.0,76.0,959.0,-1.0,-1.0,-1.0,-1.0,CW,2010-01-02 00:00:00,446,41.39241,1.09894
1.1,278.0,2.5,70.0,916.0,-1.0,-1.0,-1.0,-1.0,CY,2010-01-02 00:00:00,816,41.87813,2.17873
5.5,222.0,4.4,83.0,981.0,-1.0,-1.0,-1.0,-1.0,C6,2010-01-02 00:00:00,264,41.6566,0.95172
3.7,238.0,3.5,85.0,961.0,-1.0,-1.0,-1.0,-1.0,C7,2010-01-02 00:00:00,427,41.66695,1.16234
4.4,257.0,2.1,88.0,946.0,-1.0,-1.0,-1.0,-1.0,C8,2010-01-02 00:00:00,554,41.67555,1.29609
3.4,297.0,10.2,50.0,985.0,-1.0,-1.0,-1.0,-1.0,C9,2010-01-02 00:00:00,240,40.71825,0.39988
6.9,334.0,9.6,54.0,991.0,-1.0,-1.0,-1.0,-1.0,DB,2010-01-02 00:00:00,179,40.87287,0.71581
