vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
0.5,198.0,10.1,81.0,944.5,-1.0,-1.0,-1.0,-1.0,CC,2013-06-06 00:00:00,626,42.07398,2.20862
1.0,14.0,9.1,92.0,920.6,-1.0,-1.0,-1.0,-1.0,CD,2013-06-06 00:00:00,849,42.37083,1.43277
2.4,329.0,14.7,56.0,979.5,-1.0,-1.0,-1.0,-1.0,CE,2013-06-06 00:00:00,316,41.53109,1.80813
0.7,17.0,8.5,73.0,860.6,-1.0,-1.0,-1.0,-1.0,CG,2013-06-06 00:00:00,1405,42.37717,2.41456
3.6,249.0,8.1,93.0,919.3,-1.0,-1.0,-1.0,-1.0,CI,2013-06-06 00:00:00,852,42.25839,2.36429
6.6,27.0,12.9,80.0,951.4,-1.0,-1.0,-1.0,-1.0,CJ,2013-06-06 00:00:00,566.5,42.21624,1.33132
0.9,189.0,10.4,81.0,976.1,-1.0,-1.0,-1.0,-1.0,CL,2013-06-06 00:00:00,349,41.67399,1.76796
0.9,21.0,12.4,75.0,937.9,-1.0,-1.0,-1.0,-1.0,CP,2013-06-06 00:00:00,690,42.13924,1.03893
1.2,5.0,12.2,68.0,947.8,-1.0,-1.0,-1.0,-1.0,CQ,2013-06-06 00:00:00,594,41.99546,1.02569
0.8,309.0,10.3,66.0,917.9,-1.0,-1.0,-1.0,-1.0,CR,2013-06-06 00:00:00,873,42.08032,1.9624
0.8,11.0,9.0,95.0,923.2,-1.0,-1.0,-1.0,-1.0,CT,2013-06-06 00:00:00,823,42.39811,0.74362
2.0,179.0,9.1,80.0,902.6,-1.0,-1.0,-1.0,-1.0,CU,2013-06-06 00:00:00,1002,42.69856,0.79397
2.2,355.0,14.0,73.0,957.1,-1.0,-1.0,-1.0,-1.0,CV,2013-06-06 00:00:00,513.3,42.23939,0.96434
1.6,246.0,11.6,75.0,964.2,-1.0,-1.0,-1.0,-1.0,CW,2013-06-06 00:00:00,446,41.39241,1.09894
0.4,224.0,12.2,64.0,923.6,-1.0,-1.0,-1.0,-1.0,CY,2013-06-06 00:00:00,816,41.87813,2.17873
2.7,78.0,11.7,77.0,984.9,-1.0,-1.0,-1.0,-1.0,C6,2013-06-06 00:00:00,264,41.6566,0.95172
2.9,83.0,12.3,66.0,966.3,-1.0,-1.0,-1.0,-1.0,C7,2013-06-06 00:00:00,427,41.66695,1.16234
0.9,82.0,12.1,61.0,951.8,-1.0,-1.0,-1.0,-1.0,C8,2013-06-06 00:00:00,554,41.67555,1.29609
1.3,241.0,14.3,93.0,988.1,-1.0,-1.0,-1.0,-1.0,C9,2013-06-06 00:00:00,240,40.71825,0.39988
0.8,263.0,13.4,77.0,994.9,-1.0,-1.0,-1.0,-1.0,DB,2013-06-06 00:00:00,179,40.87287,0.71581
0.7,209.0,11.3,95.0,966.8,-1.0,-1.0,-1.0,-1.0,DC,2013-06-06 00:00:00,421.5,42.19144,2.48263
