vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
0.5,32.0,4.3,75.0,940.4,-1.0,-1.0,-1.0,-1.0,CA,2012-01-17 00:00:00,693,41.95378,1.5851
1.5,26.0,5.0,79.0,947.6,-1.0,-1.0,-1.0,-1.0,CC,2012-01-17 00:00:00,626,42.07398,2.20862
0.7,327.0,1.2,68.0,922.8,-1.0,-1.0,-1.0,-1.0,CD,2012-01-17 00:00:00,849,42.37083,1.43277
0.9,336.0,7.1,77.0,983.3,-1.0,-1.0,-1.0,-1.0,CE,2012-01-17 00:00:00,316,41.53109,1.80813
3.2,38.0,-0.5,100.0,861.9,-1.0,-1.0,-1.0,-1.0,CG,2012-01-17 00:00:00,1405,42.37717,2.41456
2.0,67.0,2.6,85.0,922.3,-1.0,-1.0,-1.0,-1.0,CI,2012-01-17 00:00:00,852,42.25839,2.36429
2.6,353.0,2.5,69.0,955.6,-1.0,-1.0,-1.0,-1.0,CJ,2012-01-17 00:00:00,566.5,42.21624,1.33132
0.5,116.0,4.6,83.0,980.3,-1.0,-1.0,-1.0,-1.0,CL,2012-01-17 00:00:00,349,41.67399,1.76796
1.2,249.0,2.0,81.0,941.5,-1.0,-1.0,-1.0,-1.0,CP,2012-01-17 00:00:00,690,42.13924,1.03893
2.1,6.0,4.5,74.0,951.8,-1.0,-1.0,-1.0,-1.0,CQ,2012-01-17 00:00:00,594,41.99546,1.02569
2.3,70.0,2.9,86.0,920.1,-1.0,-1.0,-1.0,-1.0,CR,2012-01-17 00:00:00,873,42.08032,1.9624
0.6,347.0,-4.9,92.0,926.6,-1.0,-1.0,-1.0,-1.0,CT,2012-01-17 00:00:00,823,42.39811,0.74362
1.6,183.0,-2.0,77.0,906.1,-1.0,-1.0,-1.0,-1.0,CU,2012-01-17 00:00:00,1002,42.69856,0.79397
0.6,338.0,0.7,83.0,961.7,-1.0,-1.0,-1.0,-1.0,CV,2012-01-17 00:00:00,513.3,42.23939,0.96434
2.1,251.0,3.6,82.0,968.6,-1.0,-1.0,-1.0,-1.0,CW,2012-01-17 00:00:00,446,41.39241,1.09894
4.1,42.0,3.0,98.0,926.2,-1.0,-1.0,-1.0,-1.0,CY,2012-01-17 00:00:00,816,41.87813,2.17873
0.6,218.0,2.1,96.0,990.8,-1.0,-1.0,-1.0,-1.0,C6,2012-01-17 00:00:00,264,41.6566,0.95172
1.6,351.0,2.5,91.0,971.1,-1.0,-1.0,-1.0,-1.0,C7,2012-01-17 00:00:00,427,41.66695,1.16234
1.7,48.0,4.3,80.0,955.7,-1.0,-1.0,-1.0,-1.0,C8,2012-01-17 00:00:00,554,41.67555,1.29609
1.7,3.0,4.2,95.0,992.2,-1.0,-1.0,-1.0,-1.0,C9,2012-01-17 00:00:00,240,40.71825,0.39988
8.7,335.0,4.2,94.0,999.4,-1.0,-1.0,-1.0,-1.0,DB,2012-01-17 00:00:00,179,40.87287,0.71581
0.5,195.0,4.8,98.0,972.4,-1.0,-1.0,-1.0,-1.0,DC,2012-01-17 00:00:00,421.5,42.19144,2.48263
4.8,14.0,9.3,81.0,1015.9,-1.0,-1.0,-1.0,-1.0,DD,2012-01-17 00:00:00,44.5,41.51175,2.38674
1.7,314.0,8.8,94.0,1019.2,-1.0,-1.0,-1.0,-1.0,DF,2012-01-17 00:00:00,28.6,41.97751,3.03543
0.9,103.0,-1.5,75.0,802.7,-1.0,-1.0,-1.0,-1.0,DG,2012-01-17 00:00:00,1971.4,42.39848,2.15517
5.0,25.0,6.5,77.0,971.8,-1.0,-1.0,-1.0,-1.0,DI,2012-01-17 00:00:00,415,41.43292,1.62386
