vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
0.7,347.0,21.0,50.0,942.0,-1.0,-1.0,-1.0,-1.0,CA,2009-08-21 00:00:00,693,41.95378,1.5851
0.9,211.0,17.4,75.0,950.0,-1.0,-1.0,-1.0,-1.0,CC,2009-08-21 00:00:00,626,42.07398,2.20862
0.7,280.0,20.1,50.0,926.0,-1.0,-1.0,-1.0,-1.0,CD,2009-08-21 00:00:00,849,42.37083,1.43277
2.1,350.0,21.9,53.0,983.0,-1.0,-1.0,-1.0,-1.0,CE,2009-08-21 00:00:00,316,41.53109,1.80813
1.3,323.0,16.6,63.0,868.0,-1.0,-1.0,-1.0,-1.0,CG,2009-08-21 00:00:00,1405,42.37717,2.41456
0.4,198.0,13.7,90.0,925.0,-1.0,-1.0,-1.0,-1.0,CI,2009-08-21 00:00:00,852,42.25839,2.36429
1.3,330.0,20.1,56.0,957.0,-1.0,-1.0,-1.0,-1.0,CJ,2009-08-21 00:00:00,566.5,42.21624,1.33132
0.6,169.0,18.1,62.0,981.0,-1.0,-1.0,-1.0,-1.0,CL,2009-08-21 00:00:00,349,41.67399,1.76796
3.0,99.0,23.6,35.0,943.0,-1.0,-1.0,-1.0,-1.0,CP,2009-08-21 00:00:00,690,42.13924,1.03893
2.1,2.0,21.5,49.0,953.0,-1.0,-1.0,-1.0,-1.0,CQ,2009-08-21 00:00:00,594,41.99546,1.02569
0.9,357.0,19.8,56.0,923.0,-1.0,-1.0,-1.0,-1.0,CR,2009-08-21 00:00:00,873,42.08032,1.9624
0.6,356.0,14.4,78.0,929.0,-1.0,-1.0,-1.0,-1.0,CT,2009-08-21 00:00:00,823,42.39811,0.74362
0.5,189.0,17.4,89.0,910.0,-1.0,-1.0,-1.0,-1.0,CU,2009-08-21 00:00:00,1002,42.69856,0.79397
0.9,18.0,20.6,54.0,962.0,-1.0,-1.0,-1.0,-1.0,CV,2009-08-21 00:00:00,513.3,42.23939,0.96434
1.2,279.0,22.0,64.0,969.0,-1.0,-1.0,-1.0,-1.0,CW,2009-08-21 00:00:00,446,41.39241,1.09894
0.6,2.0,22.2,35.0,929.0,-1.0,-1.0,-1.0,-1.0,CY,2009-08-21 00:00:00,816,41.87813,2.17873
2.6,82.0,21.3,59.0,989.0,-1.0,-1.0,-1.0,-1.0,C6,2009-08-21 00:00:00,264,41.6566,0.95172
3.1,76.0,22.6,50.0,971.0,-1.0,-1.0,-1.0,-1.0,C7,2009-08-21 00:00:00,427,41.66695,1.16234
2.4,49.0,21.5,45.0,956.0,-1.0,-1.0,-1.0,-1.0,C8,2009-08-21 00:00:00,554,41.67555,1.29609
2.2,199.0,24.6,39.0,991.0,-1.0,-1.0,-1.0,-1.0,C9,2009-08-21 00:00:00,240,40.71825,0.39988
0.8,194.0,24.3,94.0,999.0,-1.0,-1.0,-1.0,-1.0,DB,2009-08-21 00:00:00,179,40.87287,0.71581
0.8,203.0,19.4,73.0,972.0,-1.0,-1.0,-1.0,-1.0,DC,2009-08-21 00:00:00,421.5,42.19144,2.48263
1.3,301.0,23.1,49.0,1014.0,-1.0,-1.0,-1.0,-1.0,DD,2009-08-21 00:00:00,44.5,41.51175,2.38674
1.8,173.0,19.0,69.0,1017.0,-1.0,-1.0,-1.0,-1.0,DF,2009-08-21 00:00:00,28.6,41.97751,3.03543
2.1,9.0,12.7,64.0,813.0,-1.0,-1.0,-1.0,-1.0,DG,2009-08-21 00:00:00,1971.4,42.39848,2.15517
2.0,24.0,22.6,56.0,973.0,-1.0,-1.0,-1.0,-1.0,DI,2009-08-21 00:00:00,415,41.43292,1.62386
0.8,312.0,23.1,56.0,999.0,-1.0,-1.0,-1.0,-1.0,DJ,2009-08-21 00:00:00,176,42.11653,2.78969
1.0,319.0,23.2,75.0,1019.0,-1.0,-1.0,-1.0,-1.0,DK,2009-08-21 00:00:00,2,41.14677,1.41846
1.3,137.0,24.1,93.0,1018.0,-1.0,-1.0,-1.0,-1.0,DL,2009-08-21 00:00:00,0.5,40.70719,0.83449
0.8,333.0,22.5,63.0,1009.0,-1.0,-1.0,-1.0,-1.0,DM,2009-08-21 00:00:00,90,41.96012,2.80696
0.4,71.0,18.1,92.0,1003.0,-1.0,-1.0,-1.0,-1.0,DN,2009-08-21 00:00:00,150,41.96095,2.63108
2.0,275.0,19.0,68.0,1018.0,-1.0,-1.0,-1.0,-1.0,DO,2009-08-21 00:00:00,14,41.80857,3.03241
2.4,42.0,13.7,93.0,900.0,-1.0,-1.0,-1.0,-1.0,DP,2009-08-21 00:00:00,1097,42.38605,1.8664
0.7,344.0,21.1,47.0,987.0,-1.0,-1.0,-1.0,-1.0,DQ,2009-08-21 00:00:00,287,41.30728,1.36259
-1.0,-1.0,28.0,25.0,973.0,-1.0,-1.0,-1.0,-1.0,D1,2009-08-21 00:00:00,404,41.28521,0.75383
-1.0,-1.0,18.5,78.0,981.0,-1.0,-1.0,-1.0,-1.0,D2,2009-08-21 00:00:00,343,41.59252,1.915
0.6,264.0,23.0,42.0,990.0,-1.0,-1.0,-1.0,-1.0,D3,2009-08-21 00:00:00,252,41.38197,1.93564
1.0,279.0,23.1,79.0,1017.0,-1.0,-1.0,-1.0,-1.0,D4,2009-08-21 00:00:00,24,42.27065,3.18165
1.6,14.0,24.3,43.0,973.0,-1.0,-1.0,-1.0,-1.0,D5,2009-08-21 00:00:00,411.2,41.41843,2.12388
0.8,142.0,23.5,76.0,997.0,-1.0,-1.0,-1.0,-1.0,D6,2009-08-21 00:00:00,196,42.43515,3.16622
1.5,171.0,27.3,39.0,1013.0,-1.0,-1.0,-1.0,-1.0,D7,2009-08-21 00:00:00,53,41.18499,0.59376
2.3,335.0,23.2,39.0,961.0,-1.0,-1.0,-1.0,-1.0,D8,2009-08-21 00:00:00,515,40.95134,0.30565
0.9,3.0,21.6,63.0,1013.0,-1.0,-1.0,-1.0,-1.0,D9,2009-08-21 00:00:00,59,41.21553,1.52121
0.6,11.0,17.9,63.0,982.0,-1.0,-1.0,-1.0,-1.0,H1,2009-08-21 00:00:00,333,41.58642,1.65306
0.8,358.0,19.9,68.0,996.0,-1.0,-1.0,-1.0,-1.0,R1,2009-08-21 00:00:00,210,41.70637,1.87276
-1.0,-1.0,24.1,88.0,-1.0,-1.0,-1.0,-1.0,-1.0,UA,2009-08-21 00:00:00,93,40.9091,0.76943
-1.0,-1.0,19.2,79.0,-1.0,0.7,193.0,-1.0,-1.0,UB,2009-08-21 00:00:00,15,42.05398,3.06195
-1.0,-1.0,18.9,71.0,-1.0,0.9,214.0,-1.0,-1.0,UC,2009-08-21 00:00:00,60,41.97726,2.99705
-1.0,-1.0,17.4,81.0,-1.0,-1.0,-1.0,-1.0,-1.0,UD,2009-08-21 00:00:00,12,42.02895,3.06227
-1.0,-1.0,18.5,88.0,-1.0,-1.0,-1.0,-1.0,-1.0,UE,2009-08-21 00:00:00,4,42.02306,3.15719
-1.0,-1.0,24.5,28.0,-1.0,0.2,142.0,-1.0,-1.0,UF,2009-08-21 00:00:00,573,41.28832,1.90775
-1.0,-1.0,21.8,65.0,-1.0,0.4,52.0,-1.0,-1.0,UG,2009-08-21 00:00:00,3,41.29928,2.03787
-1.0,-1.0,21.0,38.0,-1.0,0.2,232.0,0.6,236.0,UH,2009-08-21 00:00:00,545,41.34171,1.48769
-1.0,-1.0,17.0,50.0,-1.0,0.5,268.0,-1.0,-1.0,UI,2009-08-21 00:00:00,1386,42.26477,1.76218
-1.0,-1.0,21.2,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,UJ,2009-08-21 00:00:00,709,41.52879,1.3683
-1.0,-1.0,22.8,41.0,-1.0,0.6,53.0,-1.0,-1.0,UK,2009-08-21 00:00:00,161,41.27861,1.80479
-1.0,-1.0,19.6,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,UL,2009-08-21 00:00:00,228,41.52911,0.75303
-1.0,-1.0,25.6,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,UM,2009-08-21 00:00:00,505,41.35991,0.66789
-1.0,-1.0,17.3,76.0,-1.0,-1.0,-1.0,-1.0,-1.0,UN,2009-08-21 00:00:00,171,41.87449,2.92694
-1.0,-1.0,17.1,79.0,-1.0,-1.0,-1.0,-1.0,-1.0,UO,2009-08-21 00:00:00,97,41.91461,2.82069
-1.0,-1.0,21.9,66.0,1010.0,-1.0,-1.0,-1.0,-1.0,UP,2009-08-21 00:00:00,81,41.51773,2.37702
