vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
-1,-1,7.5,93.0,938.0,-1,-1,-1,-1,CA,2009-04-21 00:00:00,693,41.95378,1.5851
-1,-1,7.2,91.0,945.0,-1,-1,-1,-1,CC,2009-04-21 00:00:00,626,42.07398,2.20862
-1,-1,6.8,79.0,921.0,-1,-1,-1,-1,CD,2009-04-21 00:00:00,849,42.37083,1.43277
-1,-1,8.8,88.0,981.0,-1,-1,-1,-1,CE,2009-04-21 00:00:00,316,41.53109,1.80813
-1,-1,3.7,81.0,860.0,-1,-1,-1,-1,CG,2009-04-21 00:00:00,1405,42.37717,2.41456
-1,-1,6.7,94.0,919.0,-1,-1,-1,-1,CI,2009-04-21 00:00:00,852,42.25839,2.36429
-1,-1,10.1,62.0,953.0,-1,-1,-1,-1,CJ,2009-04-21 00:00:00,566.5,42.21624,1.33132
-1,-1,7.5,92.0,978.0,-1,-1,-1,-1,CL,2009-04-21 00:00:00,349,41.67399,1.76796
-1,-1,8.0,66.0,939.0,-1,-1,-1,-1,CP,2009-04-21 00:00:00,690,42.13924,1.03893
-1,-1,7.9,77.0,950.0,-1,-1,-1,-1,CQ,2009-04-21 00:00:00,594,41.99546,1.02569
-1,-1,6.7,93.0,917.0,-1,-1,-1,-1,CR,2009-04-21 00:00:00,873,42.08032,1.9624
-1,-1,6.9,79.0,924.0,-1,-1,-1,-1,CT,2009-04-21 00:00:00,823,42.39811,0.74362
-1,-1,0.5,95.0,908.0,-1,-1,-1,-1,CU,2009-04-21 00:00:00,1002,42.69856,0.79397
-1,-1,9.1,65.0,959.0,-1,-1,-1,-1,CV,2009-04-21 00:00:00,513.3,42.23939,0.96434
-1,-1,10.7,74.0,966.0,-1,-1,-1,-1,CW,2009-04-21 00:00:00,446,41.39241,1.09894
-1,-1,7.4,90.0,924.0,-1,-1,-1,-1,CY,2009-04-21 00:00:00,816,41.87813,2.17873
-1,-1,10.6,76.0,988.0,-1,-1,-1,-1,C6,2009-04-21 00:00:00,264,41.6566,0.95172
-1,-1,9.5,77.0,969.0,-1,-1,-1,-1,C7,2009-04-21 00:00:00,427,41.66695,1.16234
-1,-1,9.0,73.0,954.0,-1,-1,-1,-1,C8,2009-04-21 00:00:00,554,41.67555,1.29609
-1,-1,13.2,53.0,990.0,-1,-1,-1,-1,C9,2009-04-21 00:00:00,240,40.71825,0.39988
-1,-1,13.0,57.0,997.0,-1,-1,-1,-1,DB,2009-04-21 00:00:00,179,40.87287,0.71581
-1,-1,9.5,91.0,968.0,-1,-1,-1,-1,DC,2009-04-21 00:00:00,421.5,42.19144,2.48263
-1,-1,12.1,85.0,1013.0,-1,-1,-1,-1,DD,2009-04-21 00:00:00,44.5,41.51175,2.38674
-1,-1,11.4,93.0,1015.0,-1,-1,-1,-1,DF,2009-04-21 00:00:00,28.6,41.97751,3.03543
-1,-1,0.1,94.0,802.0,-1,-1,-1,-1,DG,2009-04-21 00:00:00,1971.4,42.39848,2.15517
-1,-1,8.5,86.0,970.0,-1,-1,-1,-1,DI,2009-04-21 00:00:00,415,41.43292,1.62386
-1,-1,10.3,93.0,997.0,-1,-1,-1,-1,DJ,2009-04-21 00:00:00,176,42.11653,2.78969
-1,-1,11.6,83.0,1019.0,-1,-1,-1,-1,DK,2009-04-21 00:00:00,2,41.14677,1.41846
-1,-1,13.9,58.0,1018.0,-1,-1,-1,-1,DL,2009-04-21 00:00:00,0.5,40.70719,0.83449
-1,-1,10.8,93.0,1008.0,-1,-1,-1,-1,DM,2009-04-21 00:00:00,90,41.96012,2.80696
-1,-1,10.1,100.0,1001.0,-1,-1,-1,-1,DN,2009-04-21 00:00:00,150,41.96095,2.63108
-1,-1,11.7,93.0,1017.0,-1,-1,-1,-1,DO,2009-04-21 00:00:00,14,41.80857,3.03241
-1,-1,4.6,85.0,894.0,-1,-1,-1,-1,DP,2009-04-21 00:00:00,1097,42.38605,1.8664
-1,-1,10.5,88.0,985.0,-1,-1,-1,-1,DQ,2009-04-21 00:00:00,287,41.30728,1.36259
-1,-1,9.4,74.0,973.0,-1,-1,-1,-1,D1,2009-04-21 00:00:00,404,41.28521,0.75383
-1,-1,8.5,90.0,978.0,-1,-1,-1,-1,D2,2009-04-21 00:00:00,343,41.59252,1.915
-1,-1,9.3,91.0,989.0,-1,-1,-1,-1,D3,2009-04-21 00:00:00,252,41.38197,1.93564
-1,-1,12.5,81.0,1015.0,-1,-1,-1,-1,D4,2009-04-21 00:00:00,24,42.27065,3.18165
-1,-1,9.9,90.0,970.0,-1,-1,-1,-1,D5,2009-04-21 00:00:00,411.2,41.41843,2.12388
-1,-1,11.5,80.0,993.0,-1,-1,-1,-1,D6,2009-04-21 00:00:00,196,42.43515,3.16622
-1,-1,12.6,64.0,1014.0,-1,-1,-1,-1,D7,2009-04-21 00:00:00,53,41.18499,0.59376
-1,-1,8.8,73.0,961.0,-1,-1,-1,-1,D8,2009-04-21 00:00:00,515,40.95134,0.30565
-1,-1,9.9,93.0,1012.0,-1,-1,-1,-1,D9,2009-04-21 00:00:00,59,41.21553,1.52121
-1,-1,7.6,95.0,980.0,-1,-1,-1,-1,H1,2009-04-21 00:00:00,333,41.58642,1.65306
-1,-1,8.7,94.0,994.0,-1,-1,-1,-1,R1,2009-04-21 00:00:00,210,41.70637,1.87276
-1,-1,12.8,58.0,-1.0,-1,-1,-1,-1,UA,2009-04-21 00:00:00,93,40.9091,0.76943
-1,-1,10.9,95.0,-1.0,-1,-1,-1,-1,UB,2009-04-21 00:00:00,15,42.05398,3.06195
-1,-1,11.1,94.0,-1.0,-1,-1,-1,-1,UC,2009-04-21 00:00:00,60,41.97726,2.99705
-1,-1,10.8,93.0,-1.0,-1,-1,-1,-1,UD,2009-04-21 00:00:00,12,42.02895,3.06227
-1,-1,10.9,94.0,-1.0,-1,-1,-1,-1,UE,2009-04-21 00:00:00,4,42.02306,3.15719
-1,-1,9.1,73.0,-1.0,-1,-1,-1,-1,UF,2009-04-21 00:00:00,573,41.28832,1.90775
-1,-1,11.2,85.0,-1.0,-1,-1,-1,-1,UG,2009-04-21 00:00:00,3,41.29928,2.03787
-1,-1,10.1,71.0,-1.0,-1,-1,-1,-1,UH,2009-04-21 00:00:00,545,41.34171,1.48769
-1,-1,3.8,78.0,-1.0,-1,-1,-1,-1,UI,2009-04-21 00:00:00,1386,42.26477,1.76218
-1,-1,7.9,79.0,-1.0,-1,-1,-1,-1,UJ,2009-04-21 00:00:00,709,41.52879,1.3683
-1,-1,10.2,94.0,-1.0,-1,-1,-1,-1,UK,2009-04-21 00:00:00,161,41.27861,1.80479
-1,-1,10.5,74.0,-1.0,-1,-1,-1,-1,UL,2009-04-21 00:00:00,228,41.52911,0.75303
-1,-1,8.1,81.0,-1.0,-1,-1,-1,-1,UM,2009-04-21 00:00:00,505,41.35991,0.66789
-1,-1,10.6,95.0,-1.0,-1,-1,-1,-1,UN,2009-04-21 00:00:00,171,41.87449,2.92694
-1,-1,10.7,99.0,-1.0,-1,-1,-1,-1,UO,2009-04-21 00:00:00,97,41.91461,2.82069
-1,-1,12.0,87.0,1008.0,-1,-1,-1,-1,UP,2009-04-21 00:00:00,81,41.51773,2.37702
-1,-1,8.7,94.0,-1.0,-1,-1,-1,-1,UQ,2009-04-21 00:00:00,460,41.61991,2.44532
-1,-1,13.1,57.0,-1.0,-1,-1,-1,-1,US,2009-04-21 00:00:00,24,40.55786,0.52329
-1,-1,14.4,55.0,1019.0,-1,-1,-1,-1,UU,2009-04-21 00:00:00,3,40.70776,0.6321
-1,-1,13.1,56.0,-1.0,-1,-1,-1,-1,UV,2009-04-21 00:00:00,205,40.71727,0.41633
-1,-1,13.8,58.0,1019.0,-1,-1,-1,-1,UW,2009-04-21 00:00:00,0,40.62725,0.65922
-1,-1,13.1,54.0,-1.0,-1,-1,-1,-1,UX,2009-04-21 00:00:00,210,40.62652,0.37112
-1,-1,8.9,68.0,-1.0,-1,-1,-1,-1,UY,2009-04-21 00:00:00,576,41.87912,0.76103
-1,-1,11.3,85.0,-1.0,-1,-1,-1,-1,U1,2009-04-21 00:00:00,31,42.30648,2.95481
-1,-1,11.5,87.0,1018.0,-1,-1,-1,-1,U2,2009-04-21 00:00:00,4,42.17716,3.0968
-1,-1,9.4,90.0,-1.0,-1,-1,-1,-1,U3,2009-04-21 00:00:00,257,41.37491,1.63032
-1,-1,8.0,93.0,-1.0,-1,-1,-1,-1,U4,2009-04-21 00:00:00,507,41.83094,1.84699
-1,-1,5.0,90.0,-1.0,-1,-1,-1,-1,U5,2009-04-21 00:00:00,969,41.31349,0.99611
-1,-1,13.1,60.0,-1.0,-1,-1,-1,-1,U6,2009-04-21 00:00:00,29,41.08017,1.06661
-1,-1,12.6,61.0,-1.0,-1,-1,-1,-1,U7,2009-04-21 00:00:00,52,40.85936,0.50525
-1,-1,13.9,55.0,-1.0,-1,-1,-1,-1,U9,2009-04-21 00:00:00,62,40.76947,0.61635
-1,-1,10.8,68.0,-1.0,-1,-1,-1,-1,VA,2009-04-21 00:00:00,257,41.19645,0.51161
-1,-1,12.6,62.0,-1.0,-1,-1,-1,-1,VB,2009-04-21 00:00:00,32,41.06289,0.63517
-1,-1,12.8,65.0,-1.0,-1,-1,-1,-1,VC,2009-04-21 00:00:00,69,41.24415,0.43266
-1,-1,8.8,80.0,-1.0,-1,-1,-1,-1,VD,2009-04-21 00:00:00,429,41.68939,1.20381
-1,-1,11.0,74.0,-1.0,-1,-1,-1,-1,VE,2009-04-21 00:00:00,97,41.48692,0.46058
-1,-1,11.0,76.0,-1.0,-1,-1,-1,-1,VF,2009-04-21 00:00:00,122,41.56482,0.54999
-1,-1,10.8,73.0,-1.0,-1,-1,-1,-1,VH,2009-04-21 00:00:00,259,41.65814,0.39301
-1,-1,10.2,77.0,-1.0,-1,-1,-1,-1,VJ,2009-04-21 00:00:00,161,41.59957,0.6478
-1,-1,10.6,73.0,985.0,-1,-1,-1,-1,VK,2009-04-21 00:00:00,286,41.68328,0.4487
-1,-1,11.8,69.0,-1.0,-1,-1,-1,-1,VL,2009-04-21 00:00:00,100,41.46014,0.40562
-1,-1,9.4,83.0,-1.0,-1,-1,-1,-1,VM,2009-04-21 00:00:00,222,41.7145,0.62839
-1,-1,10.5,95.0,-1.0,-1,-1,-1,-1,VN,2009-04-21 00:00:00,117,41.88244,2.74262
-1,-1,9.9,59.0,-1.0,-1,-1,-1,-1,VO,2009-04-21 00:00:00,785,42.08745,1.42792
-1,-1,7.6,87.0,-1.0,-1,-1,-1,-1,VP,2009-04-21 00:00:00,659,41.80483,1.53853
-1,-1,10.1,94.0,1005.0,-1,-1,-1,-1,VQ,2009-04-21 00:00:00,112,41.1713,1.16774
-1,-1,9.4,84.0,-1.0,-1,-1,-1,-1,VR,2009-04-21 00:00:00,291,41.68994,1.04401
