vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
0.6,245.0,9.0,90.0,948.0,-1.0,-1.0,-1.0,-1.0,CC,2015-10-01 00:00:00,626,42.07398,2.20862
0.1,78.0,9.1,89.0,923.7,-1.0,-1.0,-1.0,-1.0,CD,2015-10-01 00:00:00,849,42.37083,1.43277
1.7,333.0,13.8,69.0,983.4,-1.0,-1.0,-1.0,-1.0,CE,2015-10-01 00:00:00,316,41.53109,1.80813
3.2,14.0,5.8,80.0,863.9,-1.0,-1.0,-1.0,-1.0,CG,2015-10-01 00:00:00,1405,42.37717,2.41456
1.6,64.0,8.0,93.0,923.4,-1.0,-1.0,-1.0,-1.0,CI,2015-10-01 00:00:00,852,42.25839,2.36429
0.8,301.0,10.3,88.0,955.3,-1.0,-1.0,-1.0,-1.0,CJ,2015-10-01 00:00:00,566.5,42.21624,1.33132
0.6,206.0,10.9,92.0,980.2,-1.0,-1.0,-1.0,-1.0,CL,2015-10-01 00:00:00,349,41.67399,1.76796
2.2,93.0,11.8,87.0,942.0,-1.0,-1.0,-1.0,-1.0,CP,2015-10-01 00:00:00,690,42.13924,1.03893
1.2,359.0,11.2,91.0,952.1,-1.0,-1.0,-1.0,-1.0,CQ,2015-10-01 00:00:00,594,41.99546,1.02569
2.1,44.0,9.2,82.0,920.8,-1.0,-1.0,-1.0,-1.0,CR,2015-10-01 00:00:00,873,42.08032,1.9624
0.5,354.0,7.0,97.0,927.1,-1.0,-1.0,-1.0,-1.0,CT,2015-10-01 00:00:00,823,42.39811,0.74362
1.1,174.0,8.3,90.0,907.0,-1.0,-1.0,-1.0,-1.0,CU,2015-10-01 00:00:00,1002,42.69856,0.79397
1.1,7.0,10.5,95.0,961.2,-1.0,-1.0,-1.0,-1.0,CV,2015-10-01 00:00:00,513.3,42.23939,0.96434
1.7,249.0,12.3,83.0,968.9,-1.0,-1.0,-1.0,-1.0,CW,2015-10-01 00:00:00,446,41.39241,1.09894
2.2,91.0,10.2,86.0,927.2,-1.0,-1.0,-1.0,-1.0,CY,2015-10-01 00:00:00,816,41.87813,2.17873
0.6,78.0,10.8,90.0,989.8,-1.0,-1.0,-1.0,-1.0,C6,2015-10-01 00:00:00,264,41.6566,0.95172
1.7,74.0,13.5,64.0,970.9,-1.0,-1.0,-1.0,-1.0,C7,2015-10-01 00:00:00,427,41.66695,1.16234
1.3,123.0,12.6,66.0,956.4,-1.0,-1.0,-1.0,-1.0,C8,2015-10-01 00:00:00,554,41.67555,1.29609
1.4,285.0,14.3,81.0,992.9,-1.0,-1.0,-1.0,-1.0,C9,2015-10-01 00:00:00,240,40.71825,0.39988
0.4,310.0,14.1,88.0,999.9,-1.0,-1.0,-1.0,-1.0,DB,2015-10-01 00:00:00,179,40.87287,0.71581
0.2,4.0,10.0,98.0,972.0,-1.0,-1.0,-1.0,-1.0,DC,2015-10-01 00:00:00,421.5,42.19144,2.48263
2.3,16.0,15.2,82.0,1017.4,-1.0,-1.0,-1.0,-1.0,DF,2015-10-01 00:00:00,28.6,41.97751,3.03543
1.8,344.0,6.3,56.0,806.5,-1.0,-1.0,-1.0,-1.0,DG,2015-10-01 00:00:00,1971.4,42.39848,2.15517
2.1,331.0,14.4,61.0,972.2,-1.0,-1.0,-1.0,-1.0,DI,2015-10-01 00:00:00,415,41.43292,1.62386
3.3,330.0,14.7,75.0,1000.2,-1.0,-1.0,-1.0,-1.0,DJ,2015-10-01 00:00:00,176,42.11653,2.78969
1.6,292.0,17.2,66.0,1020.2,-1.0,-1.0,-1.0,-1.0,DK,2015-10-01 00:00:00,2,41.14677,1.41846
1.3,67.0,18.4,74.0,1020.7,-1.0,-1.0,-1.0,-1.0,DL,2015-10-01 00:00:00,0.5,40.70719,0.83449
1.8,310.0,13.1,88.0,1003.2,-1.0,-1.0,-1.0,-1.0,DN,2015-10-01 00:00:00,150,41.96095,2.63108
3.9,344.0,15.7,73.0,1018.5,-1.0,-1.0,-1.0,-1.0,DO,2015-10-01 00:00:00,14,41.80857,3.03241
1.2,62.0,6.2,96.0,897.3,-1.0,-1.0,-1.0,-1.0,DP,2015-10-01 00:00:00,1097,42.38605,1.8664
2.9,357.0,14.2,64.0,987.1,-1.0,-1.0,-1.0,-1.0,DQ,2015-10-01 00:00:00,287,41.30728,1.36259
