vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
1.2,271.0,8.7,49.0,937.8,-1.0,-1.0,-1.0,-1.0,CA,2012-02-26 00:00:00,693,41.95378,1.5851
1.1,208.0,4.7,61.0,945.0,-1.0,-1.0,-1.0,-1.0,CC,2012-02-26 00:00:00,626,42.07398,2.20862
0.7,354.0,10.2,49.0,920.4,-1.0,-1.0,-1.0,-1.0,CD,2012-02-26 00:00:00,849,42.37083,1.43277
1.0,77.0,11.8,44.0,980.2,-1.0,-1.0,-1.0,-1.0,CE,2012-02-26 00:00:00,316,41.53109,1.80813
3.9,17.0,9.9,53.0,860.9,-1.0,-1.0,-1.0,-1.0,CG,2012-02-26 00:00:00,1405,42.37717,2.41456
1.3,214.0,2.6,73.0,919.9,-1.0,-1.0,-1.0,-1.0,CI,2012-02-26 00:00:00,852,42.25839,2.36429
0.5,207.0,4.8,63.0,952.3,-1.0,-1.0,-1.0,-1.0,CJ,2012-02-26 00:00:00,566.5,42.21624,1.33132
0.5,193.0,5.2,69.0,977.3,-1.0,-1.0,-1.0,-1.0,CL,2012-02-26 00:00:00,349,41.67399,1.76796
2.1,67.0,10.7,44.0,938.4,-1.0,-1.0,-1.0,-1.0,CP,2012-02-26 00:00:00,690,42.13924,1.03893
0.9,1.0,7.3,55.0,949.0,-1.0,-1.0,-1.0,-1.0,CQ,2012-02-26 00:00:00,594,41.99546,1.02569
1.1,4.0,7.7,50.0,918.3,-1.0,-1.0,-1.0,-1.0,CR,2012-02-26 00:00:00,873,42.08032,1.9624
0.7,16.0,3.9,67.0,923.9,-1.0,-1.0,-1.0,-1.0,CT,2012-02-26 00:00:00,823,42.39811,0.74362
1.1,187.0,3.1,84.0,907.9,-1.0,-1.0,-1.0,-1.0,CU,2012-02-26 00:00:00,1002,42.69856,0.79397
0.5,314.0,6.0,59.0,958.4,-1.0,-1.0,-1.0,-1.0,CV,2012-02-26 00:00:00,513.3,42.23939,0.96434
2.5,256.0,10.3,56.0,965.9,-1.0,-1.0,-1.0,-1.0,CW,2012-02-26 00:00:00,446,41.39241,1.09894
1.9,240.0,10.3,39.0,924.1,-1.0,-1.0,-1.0,-1.0,CY,2012-02-26 00:00:00,816,41.87813,2.17873
1.6,206.0,6.9,65.0,987.3,-1.0,-1.0,-1.0,-1.0,C6,2012-02-26 00:00:00,264,41.6566,0.95172
2.2,180.0,9.1,56.0,968.2,-1.0,-1.0,-1.0,-1.0,C7,2012-02-26 00:00:00,427,41.66695,1.16234
0.5,187.0,8.2,55.0,953.2,-1.0,-1.0,-1.0,-1.0,C8,2012-02-26 00:00:00,554,41.67555,1.29609
1.1,342.0,12.0,49.0,990.0,-1.0,-1.0,-1.0,-1.0,C9,2012-02-26 00:00:00,240,40.71825,0.39988
1.4,281.0,12.1,49.0,996.7,-1.0,-1.0,-1.0,-1.0,DB,2012-02-26 00:00:00,179,40.87287,0.71581
1.3,218.0,4.9,86.0,967.8,-1.0,-1.0,-1.0,-1.0,DC,2012-02-26 00:00:00,421.5,42.19144,2.48263
0.9,317.0,8.7,72.0,1012.4,-1.0,-1.0,-1.0,-1.0,DD,2012-02-26 00:00:00,44.5,41.51175,2.38674
2.1,178.0,5.4,97.0,1014.4,-1.0,-1.0,-1.0,-1.0,DF,2012-02-26 00:00:00,28.6,41.97751,3.03543
5.3,332.0,5.1,65.0,804.5,-1.0,-1.0,-1.0,-1.0,DG,2012-02-26 00:00:00,1971.4,42.39848,2.15517
1.1,32.0,11.6,48.0,969.0,-1.0,-1.0,-1.0,-1.0,DI,2012-02-26 00:00:00,415,41.43292,1.62386
1.0,305.0,7.9,90.0,996.5,-1.0,-1.0,-1.0,-1.0,DJ,2012-02-26 00:00:00,176,42.11653,2.78969
1.3,307.0,9.0,76.0,1017.4,-1.0,-1.0,-1.0,-1.0,DK,2012-02-26 00:00:00,2,41.14677,1.41846
0.4,261.0,9.4,85.0,1018.1,-1.0,-1.0,-1.0,-1.0,DL,2012-02-26 00:00:00,0.5,40.70719,0.83449
1.3,261.0,3.9,95.0,999.9,-1.0,-1.0,-1.0,-1.0,DN,2012-02-26 00:00:00,150,41.96095,2.63108
2.2,275.0,6.0,94.0,1016.4,-1.0,-1.0,-1.0,-1.0,DO,2012-02-26 00:00:00,14,41.80857,3.03241
2.6,60.0,7.5,59.0,894.3,-1.0,-1.0,-1.0,-1.0,DP,2012-02-26 00:00:00,1097,42.38605,1.8664
3.0,5.0,13.6,43.0,983.9,-1.0,-1.0,-1.0,-1.0,DQ,2012-02-26 00:00:00,287,41.30728,1.36259
-1.0,-1.0,5.9,69.0,972.0,-1.0,-1.0,-1.0,-1.0,D1,2012-02-26 00:00:00,404,41.28521,0.75383
-1.0,-1.0,4.9,76.0,977.6,-1.0,-1.0,-1.0,-1.0,D2,2012-02-26 00:00:00,343,41.59252,1.915
0.6,58.0,13.3,46.0,987.3,-1.0,-1.0,-1.0,-1.0,D3,2012-02-26 00:00:00,252,41.38197,1.93564
1.1,97.0,8.3,94.0,1014.4,-1.0,-1.0,-1.0,-1.0,D4,2012-02-26 00:00:00,24,42.27065,3.18165
5.2,316.0,14.3,29.0,969.3,-1.0,-1.0,-1.0,-1.0,D5,2012-02-26 00:00:00,411.2,41.41843,2.12388
17.9,346.0,13.9,54.0,991.7,-1.0,-1.0,-1.0,-1.0,D6,2012-02-26 00:00:00,196,42.43515,3.16622
0.7,38.0,7.9,65.0,1013.3,-1.0,-1.0,-1.0,-1.0,D7,2012-02-26 00:00:00,53,41.18499,0.59376
1.8,233.0,11.1,50.0,959.4,-1.0,-1.0,-1.0,-1.0,D8,2012-02-26 00:00:00,515,40.95134,0.30565
0.7,336.0,6.7,79.0,1010.8,-1.0,-1.0,-1.0,-1.0,D9,2012-02-26 00:00:00,59,41.21553,1.52121
0.2,315.0,5.1,66.0,978.9,-1.0,-1.0,-1.0,-1.0,H1,2012-02-26 00:00:00,333,41.58642,1.65306
1.6,12.0,6.9,61.0,993.5,-1.0,-1.0,-1.0,-1.0,R1,2012-02-26 00:00:00,210,41.70637,1.87276
-1.0,-1.0,14.7,48.0,-1.0,1.9,333.0,-1.0,-1.0,UA,2012-02-26 00:00:00,93,40.9091,0.76943
-1.0,-1.0,4.2,93.0,-1.0,0.4,168.0,-1.0,-1.0,UB,2012-02-26 00:00:00,15,42.05398,3.06195
-1.0,-1.0,4.0,94.0,-1.0,0.8,248.0,-1.0,-1.0,UC,2012-02-26 00:00:00,60,41.97726,2.99705
