vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
0.4,331.0,14.8,57.0,943.0,-1.0,-1.0,-1.0,-1.0,CA,2009-05-29 00:00:00,693,41.95378,1.5851
1.3,280.0,13.3,71.0,951.0,-1.0,-1.0,-1.0,-1.0,CC,2009-05-29 00:00:00,626,42.07398,2.20862
0.7,314.0,14.3,56.0,926.0,-1.0,-1.0,-1.0,-1.0,CD,2009-05-29 00:00:00,849,42.37083,1.43277
0.9,355.0,17.0,43.0,985.0,-1.0,-1.0,-1.0,-1.0,CE,2009-05-29 00:00:00,316,41.53109,1.80813
1.0,293.0,11.3,69.0,867.0,-1.0,-1.0,-1.0,-1.0,CG,2009-05-29 00:00:00,1405,42.37717,2.41456
0.4,207.0,9.0,93.0,926.0,-1.0,-1.0,-1.0,-1.0,CI,2009-05-29 00:00:00,852,42.25839,2.36429
1.0,292.0,12.3,79.0,958.0,-1.0,-1.0,-1.0,-1.0,CJ,2009-05-29 00:00:00,566.5,42.21624,1.33132
0.5,189.0,10.9,67.0,982.0,-1.0,-1.0,-1.0,-1.0,CL,2009-05-29 00:00:00,349,41.67399,1.76796
2.5,73.0,15.7,59.0,944.0,-1.0,-1.0,-1.0,-1.0,CP,2009-05-29 00:00:00,690,42.13924,1.03893
2.6,3.0,14.4,59.0,954.0,-1.0,-1.0,-1.0,-1.0,CQ,2009-05-29 00:00:00,594,41.99546,1.02569
1.5,260.0,13.3,60.0,923.0,-1.0,-1.0,-1.0,-1.0,CR,2009-05-29 00:00:00,873,42.08032,1.9624
0.6,1.0,9.3,79.0,930.0,-1.0,-1.0,-1.0,-1.0,CT,2009-05-29 00:00:00,823,42.39811,0.74362
1.7,177.0,9.5,89.0,911.0,-1.0,-1.0,-1.0,-1.0,CU,2009-05-29 00:00:00,1002,42.69856,0.79397
0.6,270.0,13.0,71.0,963.0,-1.0,-1.0,-1.0,-1.0,CV,2009-05-29 00:00:00,513.3,42.23939,0.96434
0.8,239.0,13.5,69.0,971.0,-1.0,-1.0,-1.0,-1.0,CW,2009-05-29 00:00:00,446,41.39241,1.09894
0.8,86.0,15.0,52.0,930.0,-1.0,-1.0,-1.0,-1.0,CY,2009-05-29 00:00:00,816,41.87813,2.17873
1.9,93.0,13.6,65.0,991.0,-1.0,-1.0,-1.0,-1.0,C6,2009-05-29 00:00:00,264,41.6566,0.95172
3.1,72.0,15.3,50.0,973.0,-1.0,-1.0,-1.0,-1.0,C7,2009-05-29 00:00:00,427,41.66695,1.16234
0.6,104.0,13.5,55.0,958.0,-1.0,-1.0,-1.0,-1.0,C8,2009-05-29 00:00:00,554,41.67555,1.29609
3.0,268.0,18.6,38.0,994.0,-1.0,-1.0,-1.0,-1.0,C9,2009-05-29 00:00:00,240,40.71825,0.39988
3.4,250.0,18.6,44.0,1001.0,-1.0,-1.0,-1.0,-1.0,DB,2009-05-29 00:00:00,179,40.87287,0.71581
0.8,216.0,14.1,78.0,973.0,-1.0,-1.0,-1.0,-1.0,DC,2009-05-29 00:00:00,421.5,42.19144,2.48263
