vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
1.5,263.0,3.1,71.0,937.2,-1.0,-1.0,-1.0,-1.0,CA,2011-03-03 00:00:00,693,41.95378,1.5851
1.7,191.0,4.4,79.0,944.1,-1.0,-1.0,-1.0,-1.0,CC,2011-03-03 00:00:00,626,42.07398,2.20862
0.6,288.0,1.2,66.0,918.8,-1.0,-1.0,-1.0,-1.0,CD,2011-03-03 00:00:00,849,42.37083,1.43277
1.1,231.0,6.7,84.0,981.2,-1.0,-1.0,-1.0,-1.0,CE,2011-03-03 00:00:00,316,41.53109,1.80813
3.7,179.0,-2.3,96.0,857.2,-1.0,-1.0,-1.0,-1.0,CG,2011-03-03 00:00:00,1405,42.37717,2.41456
1.3,166.0,2.3,88.0,918.2,-1.0,-1.0,-1.0,-1.0,CI,2011-03-03 00:00:00,852,42.25839,2.36429
0.9,10.0,1.6,74.0,951.6,-1.0,-1.0,-1.0,-1.0,CJ,2011-03-03 00:00:00,566.5,42.21624,1.33132
0.5,158.0,5.4,82.0,977.5,-1.0,-1.0,-1.0,-1.0,CL,2011-03-03 00:00:00,349,41.67399,1.76796
2.6,155.0,3.3,73.0,937.3,-1.0,-1.0,-1.0,-1.0,CP,2011-03-03 00:00:00,690,42.13924,1.03893
1.1,5.0,1.1,78.0,948.8,-1.0,-1.0,-1.0,-1.0,CQ,2011-03-03 00:00:00,594,41.99546,1.02569
1.5,220.0,1.9,89.0,916.8,-1.0,-1.0,-1.0,-1.0,CR,2011-03-03 00:00:00,873,42.08032,1.9624
0.1,25.0,-3.0,79.0,922.4,-1.0,-1.0,-1.0,-1.0,CT,2011-03-03 00:00:00,823,42.39811,0.74362
0.6,23.0,-1.0,91.0,902.8,-1.0,-1.0,-1.0,-1.0,CU,2011-03-03 00:00:00,1002,42.69856,0.79397
0.6,269.0,1.8,71.0,957.7,-1.0,-1.0,-1.0,-1.0,CV,2011-03-03 00:00:00,513.3,42.23939,0.96434
0.3,276.0,2.0,75.0,966.0,-1.0,-1.0,-1.0,-1.0,CW,2011-03-03 00:00:00,446,41.39241,1.09894
3.4,225.0,3.1,79.0,922.9,-1.0,-1.0,-1.0,-1.0,CY,2011-03-03 00:00:00,816,41.87813,2.17873
2.6,171.0,2.1,74.0,988.0,-1.0,-1.0,-1.0,-1.0,C6,2011-03-03 00:00:00,264,41.6566,0.95172
2.4,177.0,2.1,74.0,968.6,-1.0,-1.0,-1.0,-1.0,C7,2011-03-03 00:00:00,427,41.66695,1.16234
1.3,238.0,1.8,74.0,953.1,-1.0,-1.0,-1.0,-1.0,C8,2011-03-03 00:00:00,554,41.67555,1.29609
5.3,293.0,7.7,51.0,990.3,-1.0,-1.0,-1.0,-1.0,C9,2011-03-03 00:00:00,240,40.71825,0.39988
6.0,339.0,7.3,52.0,997.6,-1.0,-1.0,-1.0,-1.0,DB,2011-03-03 00:00:00,179,40.87287,0.71581
2.0,23.0,3.9,96.0,968.6,-1.0,-1.0,-1.0,-1.0,DC,2011-03-03 00:00:00,421.5,42.19144,2.48263
2.5,206.0,8.1,90.0,1014.7,-1.0,-1.0,-1.0,-1.0,DD,2011-03-03 00:00:00,44.5,41.51175,2.38674
1.1,287.0,6.0,85.0,1017.3,-1.0,-1.0,-1.0,-1.0,DF,2011-03-03 00:00:00,28.6,41.97751,3.03543
1.1,177.0,-4.7,95.0,798.0,-1.0,-1.0,-1.0,-1.0,DG,2011-03-03 00:00:00,1971.4,42.39848,2.15517
1.1,305.0,5.8,83.0,969.8,-1.0,-1.0,-1.0,-1.0,DI,2011-03-03 00:00:00,415,41.43292,1.62386
1.1,188.0,4.6,92.0,998.8,-1.0,-1.0,-1.0,-1.0,DJ,2011-03-03 00:00:00,176,42.11653,2.78969
1.9,294.0,8.1,75.0,1019.0,-1.0,-1.0,-1.0,-1.0,DK,2011-03-03 00:00:00,2,41.14677,1.41846
0.5,302.0,8.5,62.0,1019.5,-1.0,-1.0,-1.0,-1.0,DL,2011-03-03 00:00:00,0.5,40.70719,0.83449
0.7,125.0,5.1,91.0,1001.9,-1.0,-1.0,-1.0,-1.0,DN,2011-03-03 00:00:00,150,41.96095,2.63108
2.6,23.0,5.4,83.0,1018.8,-1.0,-1.0,-1.0,-1.0,DO,2011-03-03 00:00:00,14,41.80857,3.03241
