vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
1.2,227.0,11.4,85.0,950.5,-1.0,-1.0,-1.0,-1.0,CC,2014-10-19 00:00:00,626,42.07398,2.20862
0.9,306.0,10.3,77.0,927.9,-1.0,-1.0,-1.0,-1.0,CD,2014-10-19 00:00:00,849,42.37083,1.43277
0.7,318.0,17.4,69.0,985.3,-1.0,-1.0,-1.0,-1.0,CE,2014-10-19 00:00:00,316,41.53109,1.80813
2.2,28.0,11.2,44.0,867.3,-1.0,-1.0,-1.0,-1.0,CG,2014-10-19 00:00:00,1405,42.37717,2.41456
0.1,57.0,6.3,94.0,925.7,-1.0,-1.0,-1.0,-1.0,CI,2014-10-19 00:00:00,852,42.25839,2.36429
4.9,8.0,13.5,70.0,958.6,-1.0,-1.0,-1.0,-1.0,CJ,2014-10-19 00:00:00,566.5,42.21624,1.33132
0.1,127.0,11.1,95.0,982.4,-1.0,-1.0,-1.0,-1.0,CL,2014-10-19 00:00:00,349,41.67399,1.76796
1.3,72.0,15.1,65.0,945.0,-1.0,-1.0,-1.0,-1.0,CP,2014-10-19 00:00:00,690,42.13924,1.03893
0.3,315.0,15.7,57.0,954.1,-1.0,-1.0,-1.0,-1.0,CQ,2014-10-19 00:00:00,594,41.99546,1.02569
0.6,314.0,15.7,46.0,924.1,-1.0,-1.0,-1.0,-1.0,CR,2014-10-19 00:00:00,873,42.08032,1.9624
0.4,351.0,8.4,96.0,930.7,-1.0,-1.0,-1.0,-1.0,CT,2014-10-19 00:00:00,823,42.39811,0.74362
2.5,174.0,13.0,65.0,909.3,-1.0,-1.0,-1.0,-1.0,CU,2014-10-19 00:00:00,1002,42.69856,0.79397
0.3,190.0,13.1,80.0,964.1,-1.0,-1.0,-1.0,-1.0,CV,2014-10-19 00:00:00,513.3,42.23939,0.96434
1.4,243.0,13.4,81.0,970.6,-1.0,-1.0,-1.0,-1.0,CW,2014-10-19 00:00:00,446,41.39241,1.09894
2.6,237.0,19.1,52.0,929.8,-1.0,-1.0,-1.0,-1.0,CY,2014-10-19 00:00:00,816,41.87813,2.17873
2.3,58.0,13.8,82.0,990.9,-1.0,-1.0,-1.0,-1.0,C6,2014-10-19 00:00:00,264,41.6566,0.95172
3.7,115.0,18.4,59.0,972.5,-1.0,-1.0,-1.0,-1.0,C7,2014-10-19 00:00:00,427,41.66695,1.16234
0.7,127.0,16.8,61.0,958.2,-1.0,-1.0,-1.0,-1.0,C8,2014-10-19 00:00:00,554,41.67555,1.29609
1.3,339.0,16.4,89.0,993.8,-1.0,-1.0,-1.0,-1.0,C9,2014-10-19 00:00:00,240,40.71825,0.39988
0.5,316.0,15.8,97.0,1000.7,-1.0,-1.0,-1.0,-1.0,DB,2014-10-19 00:00:00,179,40.87287,0.71581
0.4,207.0,11.2,93.0,972.9,-1.0,-1.0,-1.0,-1.0,DC,2014-10-19 00:00:00,421.5,42.19144,2.48263
1.5,287.0,17.7,84.0,1016.8,-1.0,-1.0,-1.0,-1.0,DD,2014-10-19 00:00:00,44.5,41.51175,2.38674
0.7,209.0,12.9,96.0,1018.8,-1.0,-1.0,-1.0,-1.0,DF,2014-10-19 00:00:00,28.6,41.97751,3.03543
1.4,18.0,13.0,42.0,812.6,-1.0,-1.0,-1.0,-1.0,DG,2014-10-19 00:00:00,1971.4,42.39848,2.15517
0.4,264.0,18.1,61.0,974.3,-1.0,-1.0,-1.0,-1.0,DI,2014-10-19 00:00:00,415,41.43292,1.62386
0.5,275.0,14.8,98.0,1001.3,-1.0,-1.0,-1.0,-1.0,DJ,2014-10-19 00:00:00,176,42.11653,2.78969
1.4,303.0,16.4,92.0,1021.5,-1.0,-1.0,-1.0,-1.0,DK,2014-10-19 00:00:00,2,41.14677,1.41846
0.7,2.0,19.6,100.0,1021.5,-1.0,-1.0,-1.0,-1.0,DL,2014-10-19 00:00:00,0.5,40.70719,0.83449
0.1,308.0,10.4,98.0,1004.4,-1.0,-1.0,-1.0,-1.0,DN,2014-10-19 00:00:00,150,41.96095,2.63108
1.6,275.0,14.1,93.0,1020.2,-1.0,-1.0,-1.0,-1.0,DO,2014-10-19 00:00:00,14,41.80857,3.03241
0.3,94.0,4.8,95.0,901.9,-1.0,-1.0,-1.0,-1.0,DP,2014-10-19 00:00:00,1097,42.38605,1.8664
0.6,351.0,14.7,78.0,988.9,-1.0,-1.0,-1.0,-1.0,DQ,2014-10-19 00:00:00,287,41.30728,1.36259
-1.0,-1.0,14.2,72.0,974.9,-1.0,-1.0,-1.0,-1.0,D1,2014-10-19 00:00:00,404,41.28521,0.75383
-1.0,-1.0,12.4,92.0,982.8,-1.0,-1.0,-1.0,-1.0,D2,2014-10-19 00:00:00,343,41.59252,1.915
0.6,306.0,17.3,74.0,992.4,-1.0,-1.0,-1.0,-1.0,D3,2014-10-19 00:00:00,252,41.38197,1.93564
0.8,114.0,16.2,97.0,1019.2,-1.0,-1.0,-1.0,-1.0,D4,2014-10-19 00:00:00,24,42.27065,3.18165
3.1,260.0,22.2,45.0,974.6,-1.0,-1.0,-1.0,-1.0,D5,2014-10-19 00:00:00,411.2,41.41843,2.12388
2.6,346.0,18.9,86.0,998.8,-1.0,-1.0,-1.0,-1.0,D6,2014-10-19 00:00:00,196,42.43515,3.16622
0.5,37.0,15.1,92.0,1015.2,-1.0,-1.0,-1.0,-1.0,D7,2014-10-19 00:00:00,53,41.18499,0.59376
1.3,254.0,16.1,82.0,962.4,-1.0,-1.0,-1.0,-1.0,D8,2014-10-19 00:00:00,515,40.95134,0.30565
1.3,10.0,14.2,96.0,1015.1,-1.0,-1.0,-1.0,-1.0,D9,2014-10-19 00:00:00,59,41.21553,1.52121
0.4,34.0,11.8,100.0,983.9,-1.0,-1.0,-1.0,-1.0,H1,2014-10-19 00:00:00,333,41.58642,1.65306
0.1,155.0,12.3,91.0,998.2,-1.0,-1.0,-1.0,-1.0,R1,2014-10-19 00:00:00,210,41.70637,1.87276
-1.0,-1.0,15.6,97.0,-1.0,0.2,320.0,-1.0,-1.0,UA,2014-10-19 00:00:00,93,40.9091,0.76943
-1.0,-1.0,12.7,99.0,-1.0,0.0,163.0,-1.0,-1.0,UB,2014-10-19 00:00:00,15,42.05398,3.06195
-1.0,-1.0,12.1,98.0,-1.0,0.6,217.0,-1.0,-1.0,UC,2014-10-19 00:00:00,60,41.97726,2.99705
-1.0,-1.0,13.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,UE,2014-10-19 00:00:00,4,42.02306,3.15719
-1.0,-1.0,20.7,45.0,-1.0,1.6,273.0,-1.0,-1.0,UF,2014-10-19 00:00:00,573,41.28832,1.90775
-1.0,-1.0,15.2,95.0,-1.0,0.1,14.0,-1.0,-1.0,UG,2014-10-19 00:00:00,3,41.29928,2.03787
-1.0,-1.0,17.6,55.0,-1.0,-1.0,-1.0,0.7,244.0,UH,2014-10-19 00:00:00,545,41.34171,1.48769
-1.0,-1.0,14.7,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,UI,2014-10-19 00:00:00,1386,42.26477,1.76218
-1.0,-1.0,17.2,55.0,-1.0,-1.0,-1.0,0.2,334.0,UJ,2014-10-19 00:00:00,709,41.52879,1.3683
-1.0,-1.0,18.0,68.0,-1.0,-1.0,-1.0,-1.0,-1.0,UK,2014-10-19 00:00:00,161,41.27861,1.80479
-1.0,-1.0,12.1,92.0,-1.0,0.1,159.0,-1.0,-1.0,UL,2014-10-19 00:00:00,228,41.52911,0.75303
-1.0,-1.0,14.7,74.0,-1.0,1.0,136.0,-1.0,-1.0,UM,2014-10-19 00:00:00,505,41.35991,0.66789
-1.0,-1.0,13.8,100.0,-1.0,0.1,5.0,-1.0,-1.0,UN,2014-10-19 00:00:00,171,41.87449,2.92694
-1.0,-1.0,15.7,98.0,-1.0,-1.0,-1.0,-1.0,-1.0,UO,2014-10-19 00:00:00,97,41.91461,2.82069
2.2,330.0,16.5,86.0,1011.9,-1.0,-1.0,-1.0,-1.0,UP,2014-10-19 00:00:00,81,41.51773,2.37702
-1.0,-1.0,19.0,56.0,-1.0,0.4,58.0,-1.0,-1.0,UQ,2014-10-19 00:00:00,460,41.61991,2.44532
-1.0,-1.0,16.4,92.0,-1.0,0.2,338.0,-1.0,-1.0,US,2014-10-19 00:00:00,24,40.55786,0.52329
1.3,319.0,18.1,98.0,1021.2,-1.0,-1.0,-1.0,-1.0,UU,2014-10-19 00:00:00,3,40.70776,0.6321
-1.0,-1.0,18.4,94.0,1021.5,1.2,348.0,-1.0,-1.0,UW,2014-10-19 00:00:00,0,40.62725,0.65922
-1.0,-1.0,14.5,93.0,-1.0,0.2,282.0,-1.0,-1.0,UX,2014-10-19 00:00:00,210,40.62652,0.37112
-1.0,-1.0,14.0,74.0,-1.0,-1.0,-1.0,0.4,31.0,UY,2014-10-19 00:00:00,576,41.87912,0.76103
-1.0,-1.0,14.6,100.0,-1.0,0.2,67.0,-1.0,-1.0,U1,2014-10-19 00:00:00,31,42.30648,2.95481
1.0,225.0,12.1,100.0,1021.6,-1.0,-1.0,-1.0,-1.0,U2,2014-10-19 00:00:00,4,42.17716,3.0968
-1.0,-1.0,14.1,79.0,-1.0,1.1,336.0,-1.0,-1.0,U3,2014-10-19 00:00:00,257,41.37491,1.63032
