vel10,ang10,T,HR,P,vel2,ang2,vel6,ang6,station,date,altitud,latitud,longitud
1.9,3.0,3.9,89.0,960.4,-1.0,-1.0,-1.0,-1.0,CJ,2020-02-09 00:00:00,566.5,42.21624,1.33132
1.8,101.0,3.9,97.0,996.1,-1.0,-1.0,-1.0,-1.0,C6,2020-02-09 00:00:00,264,41.6566,0.95172
1.4,235.0,-2.2,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,ZD,2020-02-09 00:00:00,2478,42.32211,1.89716
1.0,6.0,8.2,93.0,1025.7,-1.0,-1.0,-1.0,-1.0,WZ,2020-02-09 00:00:00,17,41.20187,1.63346
0.7,352.0,10.9,95.0,1027.5,-1.0,-1.0,-1.0,-1.0,DL,2020-02-09 00:00:00,0.5,40.70719,0.83449
0.8,349.0,3.4,89.0,925.1,-1.0,-1.0,-1.0,-1.0,CR,2020-02-09 00:00:00,873,42.08032,1.9624
1.5,123.0,5.4,93.0,976.8,-1.0,-1.0,-1.0,-1.0,C7,2020-02-09 00:00:00,427,41.66695,1.16234
0.4,42.0,4.9,100.0,961.6,-1.0,-1.0,-1.0,-1.0,C8,2020-02-09 00:00:00,554,41.67555,1.29609
1.0,352.0,8.2,96.0,998.9,-1.0,-1.0,-1.0,-1.0,C9,2020-02-09 00:00:00,240,40.71825,0.39988
0.6,116.0,2.5,87.0,953.3,-1.0,-1.0,-1.0,-1.0,CC,2020-02-09 00:00:00,626,42.07398,2.20862
0.5,240.0,2.7,93.0,928.1,-1.0,-1.0,-1.0,-1.0,CD,2020-02-09 00:00:00,849,42.37083,1.43277
1.7,310.0,7.3,100.0,989.5,-1.0,-1.0,-1.0,-1.0,CE,2020-02-09 00:00:00,316,41.53109,1.80813
1.1,46.0,0.3,93.0,866.5,-1.0,-1.0,-1.0,-1.0,CG,2020-02-09 00:00:00,1405,42.37717,2.41456
0.2,219.0,-0.8,98.0,927.5,-1.0,-1.0,-1.0,-1.0,CI,2020-02-09 00:00:00,852,42.25839,2.36429
0.6,181.0,4.0,99.0,986.0,-1.0,-1.0,-1.0,-1.0,CL,2020-02-09 00:00:00,349,41.67399,1.76796
0.9,2.0,5.1,88.0,946.4,-1.0,-1.0,-1.0,-1.0,CP,2020-02-09 00:00:00,690,42.13924,1.03893
1.0,22.0,6.9,86.0,957.1,-1.0,-1.0,-1.0,-1.0,CQ,2020-02-09 00:00:00,594,41.99546,1.02569
1.0,351.0,0.2,98.0,931.7,-1.0,-1.0,-1.0,-1.0,CT,2020-02-09 00:00:00,823,42.39811,0.74362
2.0,191.0,2.3,83.0,909.6,-1.0,-1.0,-1.0,-1.0,CU,2020-02-09 00:00:00,1002,42.69856,0.79397
1.7,227.0,5.3,100.0,974.3,-1.0,-1.0,-1.0,-1.0,CW,2020-02-09 00:00:00,446,41.39241,1.09894
0.8,224.0,4.3,91.0,931.3,-1.0,-1.0,-1.0,-1.0,CY,2020-02-09 00:00:00,816,41.87813,2.17873
2.2,17.0,4.7,95.0,979.5,-1.0,-1.0,-1.0,-1.0,D1,2020-02-09 00:00:00,404,41.28521,0.75383
-1.0,-1.0,5.3,99.0,986.4,-1.0,-1.0,-1.0,-1.0,D2,2020-02-09 00:00:00,343,41.59252,1.915
0.8,279.0,8.2,94.0,996.7,-1.0,-1.0,-1.0,-1.0,D3,2020-02-09 00:00:00,252,41.38197,1.93564
0.6,332.0,7.2,95.0,1024.4,-1.0,-1.0,-1.0,-1.0,D4,2020-02-09 00:00:00,24,42.27065,3.18165
1.3,306.0,9.4,83.0,978.1,-1.0,-1.0,-1.0,-1.0,D5,2020-02-09 00:00:00,411.2,41.41843,2.12388
0.1,172.0,10.2,89.0,1003.0,-1.0,-1.0,-1.0,-1.0,D6,2020-02-09 00:00:00,196,42.43515,3.16622
0.8,310.0,5.2,98.0,1021.8,-1.0,-1.0,-1.0,-1.0,D7,2020-02-09 00:00:00,53,41.18499,0.59376
1.6,180.0,5.1,96.0,965.8,-1.0,-1.0,-1.0,-1.0,D8,2020-02-09 00:00:00,515,40.95134,0.30565
0.7,330.0,5.2,97.0,1020.4,-1.0,-1.0,-1.0,-1.0,D9,2020-02-09 00:00:00,59,41.21553,1.52121
1.8,305.0,9.2,95.0,1006.2,-1.0,-1.0,-1.0,-1.0,DB,2020-02-09 00:00:00,179,40.87287,0.71581
0.9,184.0,5.1,100.0,1023.8,-1.0,-1.0,-1.0,-1.0,DF,2020-02-09 00:00:00,28.6,41.97751,3.03543
0.8,49.0,-3.3,81.0,808.0,-1.0,-1.0,-1.0,-1.0,DG,2020-02-09 00:00:00,1971.4,42.39848,2.15517
0.4,269.0,6.4,94.0,978.1,-1.0,-1.0,-1.0,-1.0,DI,2020-02-09 00:00:00,415,41.43292,1.62386
1.2,328.0,7.1,97.0,1005.6,-1.0,-1.0,-1.0,-1.0,DJ,2020-02-09 00:00:00,176,42.11653,2.78969
2.2,309.0,8.5,93.0,1027.3,-1.0,-1.0,-1.0,-1.0,DK,2020-02-09 00:00:00,2,41.14677,1.41846
0.8,263.0,5.3,94.0,1009.1,-1.0,-1.0,-1.0,-1.0,DN,2020-02-09 00:00:00,150,41.96095,2.63108
2.1,254.0,6.2,96.0,1025.8,-1.0,-1.0,-1.0,-1.0,DO,2020-02-09 00:00:00,14,41.80857,3.03241
1.7,90.0,-1.7,100.0,900.5,-1.0,-1.0,-1.0,-1.0,DP,2020-02-09 00:00:00,1097,42.38605,1.8664
0.7,343.0,6.9,97.0,993.1,-1.0,-1.0,-1.0,-1.0,DQ,2020-02-09 00:00:00,287,41.30728,1.36259
0.1,250.0,7.5,93.0,987.8,-1.0,-1.0,-1.0,-1.0,H1,2020-02-09 00:00:00,333,41.58642,1.65306
2.9,34.0,6.5,93.0,1008.0,-1.0,-1.0,-1.0,-1.0,J5,2020-02-09 00:00:00,158,42.34215,2.83423
-1.0,-1.0,4.4,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,KP,2020-02-09 00:00:00,36,41.73894,2.69436
-1.0,-1.0,2.4,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,MQ,2020-02-09 00:00:00,402,41.92047,1.69584
2.2,46.0,5.4,93.0,967.7,-1.0,-1.0,-1.0,-1.0,MR,2020-02-09 00:00:00,500,41.25079,0.9106
-1.0,-1.0,0.5,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,MS,2020-02-09 00:00:00,938,42.25978,1.97747
-1.0,-1.0,0.2,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,MV,2020-02-09 00:00:00,845,42.13598,1.67295
-1.0,-1.0,4.7,95.0,-1.0,0.2,28.0,-1.0,-1.0,U1,2020-02-09 00:00:00,31,42.30648,2.95481
1.2,271.0,5.3,97.0,1026.7,-1.0,-1.0,-1.0,-1.0,U2,2020-02-09 00:00:00,4,42.17716,3.0968
-1.0,-1.0,5.8,95.0,-1.0,0.9,340.0,-1.0,-1.0,U3,2020-02-09 00:00:00,257,41.37491,1.63032
1.7,6.0,5.6,91.0,-1.0,-1.0,-1.0,-1.0,-1.0,U4,2020-02-09 00:00:00,507,41.83094,1.84699
-1.0,-1.0,7.8,97.0,-1.0,0.5,336.0,-1.0,-1.0,U6,2020-02-09 00:00:00,29,41.08017,1.06661
-1.0,-1.0,7.7,97.0,-1.0,0.3,332.0,-1.0,-1.0,U7,2020-02-09 00:00:00,52,40.85936,0.50525
-1.0,-1.0,8.9,97.0,-1.0,0.4,271.0,-1.0,-1.0,U9,2020-02-09 00:00:00,62,40.76947,0.61635
-1.0,-1.0,8.9,90.0,-1.0,0.3,307.0,-1.0,-1.0,UA,2020-02-09 00:00:00,93,40.9091,0.76943
-1.0,-1.0,4.6,96.0,-1.0,0.1,149.0,-1.0,-1.0,UB,2020-02-09 00:00:00,15,42.05398,3.06195
-1.0,-1.0,4.0,98.0,-1.0,1.0,244.0,-1.0,-1.0,UC,2020-02-09 00:00:00,60,41.97726,2.99705
-1.0,-1.0,6.3,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,UE,2020-02-09 00:00:00,4,42.02306,3.15719
-1.0,-1.0,7.6,89.0,-1.0,0.3,113.0,-1.0,-1.0,UF,2020-02-09 00:00:00,573,41.28832,1.90775
-1.0,-1.0,8.4,95.0,-1.0,0.2,35.0,-1.0,-1.0,UG,2020-02-09 00:00:00,3,41.29928,2.03787
-1.0,-1.0,6.3,95.0,-1.0,-1.0,-1.0,1.1,241.0,UH,2020-02-09 00:00:00,545,41.34171,1.48769
